路線去回,中文站點名稱,time
75回程,新城里福德祠,4
75回程,宜昌中山路口,5
75回程,賢德醫院,2
75回程,十甲宜昌路口,3
75回程,十甲東路口,4
75回程,東英自由路口,4
75回程,東英旱溪街口,5
75回程,東英樂業路口,6
75回程,樂成公園,6
75回程,育英國中,6
75回程,樂業建成路口,2
75回程,明功堂醫院,6
75回程,自由富台東街口,5
75回程,立體停車場(自由路),3
75回程,干城站,5
75回程,臺中火車站,6
75回程,民權繼光街口,6
75回程,臺中女中,6
75回程,地方法院,5
75回程,林森三民路口,2
75回程,忠信國小(林森路),4
75回程,大墩文化中心(五權路),2
75回程,美術館(五權西路),4
75回程,五權西忠明南路口,3
75回程,五權西東興路口,5
75回程,五權西大墩路口,2
75回程,五權西文心路口,4
75回程,五權西向心路口,5
75回程,五權西萬和路口,3
75回程,南屯(五權西路),4
75回程,黎明五權西路口,6
75回程,黎明向上路口,2
75回程,三厝里,5
75回程,黎明公益路口,2
75回程,黎明大業路口,3
75回程,黎明新村(黎明路),2
75回程,黎明國小,3
75回程,黎明市政路口,2
75回程,第六分局(惠來路),2
75回程,臺中國家歌劇院,2
75回程,老虎城,5
75回程,朝馬轉運站(朝富路),6
75回程,朝馬(臺灣大道),3
75回程,福安里(臺灣大道),6
75回程,統聯轉運站,2
75回程,中港新城,2
75回程,中港澄清醫院,6
75回程,臺中捐血中心,2
75回程,臺灣大道玉門路口,2
75回程,普濟寺,2
75回程,東大附中,3
75回程,臺中榮總(臺灣大道),5
75回程,臺中榮總(東大路),5
75回程,瑞聯天地(東大路),6
75回程,五龍公園,5
75回程,榮總北院,5
75回程,國安社區(宜寧中學),5
75回程,國安國小,6
75回程,玉門西屯路口,6
75回程,榮總宿舍,5
75區1去程,臺中女中,5
75區1去程,民權繼光街口,6
75區1去程,臺中火車站,4
75區1去程,干城站,5
75區1去程,立體停車場(自由路),6
75區1去程,自由富台東街口,5
75區1去程,明功堂醫院,3
75區1去程,樂業建成路口,2
75區1去程,育英國中,2
75區1去程,樂成公園,3
75區1去程,東英樂業路口,5
75區1去程,東英旱溪街口,6
75區1去程,東英自由路口,4
75區1去程,十甲東路口,6
75區1去程,十甲宜昌路口,5
75區1去程,賢德醫院,5
75區1去程,宜昌中山路口,2
75區1去程,新城里福德祠,5
75區1去程,新平國小,3
75區1去程,樹孝育才路口,5
75區1去程,育賢育誠街口,2
75區1去程,太順太和路口,4
75區1去程,新坪里活動中心,5
75區1去程,萬和社區,5
75區1去程,特二號中山路口,6
75區1去程,精武社區,5
75區1去程,預立二村,4
75區1去程,國軍臺中總醫院,2
75區1去程,叉路口(中山路),4
75區1去程,太平國中,3
75區1去程,三中心,3
75區1去程,坪林,3
75區1去程,勤益科技大學,4
75區1去程,太平分局,2
75區1去程,和平橋,5
75區1去程,洪厝庄,6
75區1去程,亞姆拉公司,3
75區1去程,一江橋,2
75區1回程,一江橋,4
75區1回程,亞姆拉公司,2
75區1回程,洪厝庄,3
75區1回程,和平橋,6
75區1回程,勤益科技大學,5
75區1回程,坪林,6
75區1回程,三中心,3
75區1回程,太平國中,6
75區1回程,叉路口(中山路),3
75區1回程,國軍臺中總醫院,3
75區1回程,預立二村,2
75區1回程,精武社區,2
75區1回程,特二號中山路口,4
75區1回程,新坪里活動中心,3
75區1回程,太順太和路口,4
75區1回程,育賢育誠街口,3
75區1回程,樹孝育才路口,6
75區1回程,新平國小,6
75區1回程,新城里福德祠,6
75區1回程,宜昌中山路口,6
75區1回程,賢德醫院,6
75區1回程,十甲宜昌路口,3
75區1回程,十甲東路口,2
75區1回程,東英自由路口,3
75區1回程,東英旱溪街口,2
75區1回程,東英樂業路口,5
75區1回程,樂成公園,5
75區1回程,育英國中,6
75區1回程,樂業建成路口,6
75區1回程,明功堂醫院,6
75區1回程,自由富台東街口,4
75區1回程,立體停車場(自由路),3
75區1回程,干城站,3
75區1回程,臺中火車站,6
75區1回程,民權繼光街口,3
75區1回程,臺中女中,3
77去程,三角埔(福雅路),2
77去程,下三角埔,4
77去程,林厝里,4
77去程,水臨橋,5
77去程,福雅路321巷口,2
77去程,福雅路252巷口,6
77去程,福雅西屯路口,5
77去程,福安里(西屯路),5
77去程,永福福科路口,2
77去程,世斌公園,3
77去程,統聯轉運站,4
77去程,福安里(臺灣大道),2
77去程,朝馬(臺灣大道),4
77去程,秋紅谷(朝陽橋),5
77去程,教師新村,2
77去程,新光三越,6
77去程,臺中市政府,2
77去程,臺灣大道文心路口,6
77去程,何厝(臺灣大道),5
77去程,頂何厝(臺灣大道),5
77去程,忠明國小,4
77去程,科學博物館(健行路),5
77去程,忠明高中,5
77去程,植物園(健行路),4
77去程,健行民權路口,6
77去程,健行國小,4
77去程,中清健行路口,4
77去程,邱厝里,3
77去程,五權國中,6
77去程,中國醫藥大學,6
77去程,健行永興街口,6
77去程,新民高中(崇德路),2
77去程,崇德德化街口,6
77去程,崇德橋,5
77去程,崇德青島路口,3
77去程,崇德北平路口,2
77去程,崇德文心路口,5
77去程,文心熱河路口,6
77去程,文心昌平路口,5
77去程,文心興安路口,3
77去程,四維國小,6
77去程,北屯文心路口,6
77去程,特力屋北屯店,6
77去程,北屯崇德二路口,4
77去程,北新國中,5
77去程,舊社公園(北屯路),4
77去程,松竹市場,3
77去程,舊社公園(松竹路),5
77去程,松竹舊社巷口,5
77去程,松竹旱溪西路口,3
77去程,葳格高級中學,5
77去程,軍福公園,5
77去程,軍福十九松竹二路口,5
77去程,軍功松竹路口,2
77去程,仁愛之家,4
77去程,名人球場,2
77去程,聚興,2
77去程,慈濟中醫院,4
77去程,慈濟醫院,3
77回程,慈濟醫院,5
77回程,慈濟中醫院,3
77回程,聚興,5
77回程,名人球場,6
77回程,仁愛之家,6
77回程,軍功松竹路口,6
77回程,軍福松竹二路口,3
77回程,軍福公園,6
77回程,葳格高級中學,2
77回程,松竹旱溪西路口,2
77回程,松竹舊社巷口,3
77回程,舊社公園(松竹路),5
77回程,松竹市場,2
77回程,舊社公園(北屯路),2
77回程,北新國中,5
77回程,北屯崇德二路口,2
77回程,特力屋北屯店,6
77回程,北屯文心路口,5
77回程,四維國小,2
77回程,文心興安路口,4
77回程,文心昌平路口,2
77回程,文心熱河路口,3
77回程,崇德文心路口,5
77回程,崇德北平路口,6
77回程,崇德青島路口,4
77回程,崇德橋,2
77回程,崇德德化街口,2
77回程,新民高中(崇德路),3
77回程,健行永興街口,3
77回程,中國醫藥大學,6
77回程,五權國中,5
77回程,邱厝里,4
77回程,健行國小,4
77回程,健行民權路口,2
77回程,植物園(健行路),6
77回程,忠明高中,5
77回程,科學博物館(臺灣大道),2
77回程,忠明國小,2
77回程,頂何厝(臺灣大道),3
77回程,何厝(臺灣大道),2
77回程,臺灣大道文心路口,2
77回程,臺中市政府,4
77回程,新光三越,2
77回程,教師新村,3
77回程,秋紅谷(朝陽橋),2
77回程,朝馬(臺灣大道),4
77回程,福安里(臺灣大道),2
77回程,統聯轉運站,5
77回程,中港新城,4
77回程,世斌公園,2
77回程,永福福科路口,3
77回程,福安里(西屯路),4
77回程,福雅西屯路口,5
77回程,福雅路252巷口,2
77回程,福雅路321巷口,4
77回程,水臨橋,3
77回程,林厝里,3
77回程,下三角埔,2
77回程,三角埔(福雅路),5
79去程,統聯轉運站,2
79去程,福安里(臺灣大道),5
79去程,朝馬(黎明路),4
79去程,西屯郵局,3
79去程,黎明福科路口,3
79去程,西屯派出所,5
79去程,西苑高中,2
79去程,福星北西苑路口,3
79去程,僑光科技大學,4
79去程,漢翔公司(星享道),3
79去程,福星西安街口,5
79去程,逢甲大學(福星路),2
79去程,福星停車場,5
79去程,河南崇義街口,5
79去程,青海河南路口,4
79去程,青海弘孝路口,4
79去程,臺中市後備指揮部,4
79去程,青海文心路口,6
79去程,何厝國小,5
79去程,漢口國中,2
79去程,頂何厝(臺灣大道),6
79去程,忠明國小,2
79去程,忠明南精誠七街口,6
79去程,公益公園(忠明南路),4
79去程,忠明南向上路口,3
79去程,土庫停車場(國美館),3
79去程,忠明南五權西路口,6
79去程,大勇國小,4
79去程,崇倫國中(忠明南路),3
79去程,忠明南三民西路口,2
79去程,和平里(忠明南路),5
79去程,和平國小,3
79去程,復興南平路口,5
79去程,臺中高工(復興路),2
79去程,復興大慶街口,2
79去程,大慶樹德一巷口,6
79去程,大慶火車站(大慶街),5
79回程,建國南德富路口,2
79回程,東興德祥街口,6
79回程,東興樹義一巷口,3
79回程,復興南平路口,4
79回程,和平國小,6
79回程,和平里(忠明南路),4
79回程,忠明南三民西路口,3
79回程,崇倫國中(忠明南路),5
79回程,大勇國小,3
79回程,忠明南五權西路口,4
79回程,土庫停車場(國美館),2
79回程,忠明南向上路口,5
79回程,公益公園(忠明南路),4
79回程,忠明南精誠七街口,3
79回程,忠明國小,2
79回程,頂何厝(臺灣大道),2
79回程,漢口國中,4
79回程,何厝國小,3
79回程,青海文心路口,2
79回程,臺中市後備指揮部,4
79回程,青海弘孝路口,4
79回程,青海河南路口,5
79回程,河南崇義街口,3
79回程,福星停車場,6
79回程,逢甲大學(福星路),4
79回程,福星西安街口,3
79回程,漢翔公司(星享道),6
79回程,僑光科技大學,4
79回程,福星北西苑路口,3
79回程,西苑高中,2
79回程,西屯派出所,3
79回程,黎明福科路口,6
79回程,西屯郵局,5
79回程,朝馬(黎明路),2
79回程,福科福裕路口,2
79回程,福科安和路口,3
79回程,福安福順路口,6
79回程,統聯轉運站,5
81去程,統聯轉運站,4
81去程,福安里(臺灣大道),3
81去程,朝馬2(臺灣大道),4
81去程,黎明環河路口,3
81去程,西屯區公所,2
81去程,黎明龍門路口,6
81去程,黎明市政路口,5
81去程,黎明國小,5
81去程,黎明新村(黎明路),6
81去程,黎明大業路口,3
81去程,惠文國小,2
81去程,惠文高中(公益路),3
81去程,臺中特殊教育學校,5
81去程,公益文心路口,2
81去程,公益大墩路口,5
81去程,公益東興路口,3
81去程,公益精誠路口,3
81去程,公益公園(公益路),4
81去程,公益中美街口,4
81去程,草悟道(市民廣場),4
81去程,公益臺灣大道口,2
81去程,茄苳腳,5
81去程,中央市場,2
81去程,五權公園路口,2
81去程,光大里,3
81去程,五常里,5
81去程,五權學士路口,2
81去程,莒光新城,4
81去程,臺灣體大體育場,5
81去程,臺中一中,6
81去程,臺灣體大游泳池,5
81去程,臺中公園(雙十路),6
81去程,干城站,3
81去程,臺中火車站,6
81去程,國軍英雄館,6
81去程,自由富台東街口,6
81去程,明功堂醫院,3
81去程,中國醫東區分院,2
81去程,進德國小,4
81去程,精武進化路口,6
81去程,新光里(中山路),2
81去程,新福里(新福路),5
81去程,新光里(新福路),3
81去程,新福振武路口,4
81去程,新福新光路口,2
81去程,新光國小,6
81去程,新光國中,6
81去程,新興樹德路口,5
81去程,育賢立功路口,5
81去程,育賢建和路口,2
81去程,樹孝太順路口,6
81去程,太順育德路口,5
81去程,太和太順路口,5
81去程,太原六號橋(太原路),2
81回程,太原六號橋(太原路),3
81回程,太順太和路口,4
81回程,太順育德路口,6
81回程,樹孝太順路口,2
81回程,育賢建和路口,5
81回程,育賢立功路口,2
81回程,新興樹德路口,5
81回程,新光國中,5
81回程,新光國小,2
81回程,新福新光路口,5
81回程,新福振武路口,3
81回程,新光里(新福路),3
81回程,新福里(新福路),4
81回程,新光里(中山路),2
81回程,進德國小,3
81回程,中國醫東區分院,2
81回程,明功堂醫院,5
81回程,自由富台東街口,3
81回程,國軍英雄館,2
81回程,臺中火車站,5
81回程,第一廣場,4
81回程,彰化銀行(臺灣大道),5
81回程,臺中公園(雙十路),3
81回程,臺灣體大游泳池,5
81回程,臺中一中,3
81回程,臺灣體大體育場,6
81回程,莒光新城,4
81回程,五權學士路口,4
81回程,五常里,2
81回程,光大里,6
81回程,五權公園路口,4
81回程,中央市場,4
81回程,茄苳腳,2
81回程,草悟道(市民廣場),5
81回程,公益中美街口,2
81回程,公益公園(公益路),4
81回程,公益精誠路口,4
81回程,公益東興路口,4
81回程,公益大墩路口,6
81回程,公益文心路口,2
81回程,臺中特殊教育學校,2
81回程,惠文高中(公益路),5
81回程,惠文國小,3
81回程,黎明大業路口,4
81回程,黎明新村(黎明路),5
81回程,黎明國小,6
81回程,黎明市政路口,6
81回程,黎明龍門路口,4
81回程,西屯區公所,4
81回程,黎明環河路口,6
81回程,朝馬2(臺灣大道),2
81回程,福科福裕路口,5
81回程,福科安和路口,2
81回程,福安福順路口,3
81回程,統聯轉運站,5
82去程,貿易三村,6
82去程,后庄國宅,5
82去程,中清后庄路口,4
82去程,后庄仔,3
82去程,頂陳平,6
82去程,陳平,6
82去程,全民醫院,2
82去程,大德國中,4
82去程,水湳市場(中清路),5
82去程,水湳,3
82去程,下水湳,5
82去程,文心中清路口,2
82去程,文心青島東街口,5
82去程,文心山西路口,3
82去程,文心梅川西路口,5
82去程,文心國小,2
82去程,崇德文心路口,4
82去程,崇德北平路口,6
82去程,崇德青島路口,3
82去程,崇德橋,5
82去程,頂厝里,2
82去程,稅務新村,2
82去程,北屯市場,5
82去程,監理站,5
82去程,寶覺寺,5
82去程,新民高中(三民路),4
82去程,三民錦中街口,2
82去程,一心市場,6
82去程,中友百貨,6
82去程,國立臺中科技大學,2
82去程,臺中公園(三民路),3
82去程,光復國小(三民路),6
82去程,第二市場(三民路),6
82去程,第二信用,3
82去程,中山自由路口,6
82去程,彰化銀行(自由路),6
82去程,臺中火車站,3
82去程,臺中酒廠(復興路),2
82去程,文化創意園區,5
82去程,林祖厝,3
82去程,復興有恆街口,4
82去程,第三分局,3
82去程,公共資訊圖書館(復興路),2
82去程,高等法院臺中分院,5
82去程,四育國中,5
82去程,復興新和街口,4
82去程,和平國小,6
82去程,復興南平路口,5
82去程,臺中高工(復興路),6
82去程,復興大慶街口,3
82去程,勤工派出所,4
82去程,復興環中路口,3
82去程,樹仔腳,3
82去程,九張犁,3
82去程,明道花園城,4
82去程,明道中學,4
82去程,烏日橋,5
82去程,中和紡織,6
82去程,中山五光路口,3
82去程,烏日(中山路),4
82去程,烏日國中(中山路),2
82去程,高鐵臺中站,2
82回程,高鐵臺中站,5
82回程,烏日國中(中山路),2
82回程,烏日(中山路),5
82回程,中山五光路口,4
82回程,中和紡織,4
82回程,烏日橋,4
82回程,明道中學,6
82回程,明道花園城,4
82回程,九張犁,2
82回程,樹仔腳,5
82回程,復興環中路口,3
82回程,勤工派出所,5
82回程,復興大慶街口,4
82回程,樹義里,6
82回程,臺中高工(復興路),3
82回程,復興南平路口,6
82回程,和平國小,4
82回程,復興新和街口,2
82回程,四育國中,6
82回程,高等法院臺中分院,5
82回程,公共資訊圖書館(復興路),2
82回程,第三分局,3
82回程,復興有恆街口,4
82回程,林祖厝,2
82回程,文化創意園區,3
82回程,臺中酒廠(復興路),4
82回程,臺中火車站,6
82回程,第一廣場,2
82回程,彰化銀行(臺灣大道),6
82回程,第二市場(臺灣大道),4
82回程,光復國小(三民路),5
82回程,臺中公園(三民路),5
82回程,國立臺中科技大學,4
82回程,中友百貨,6
82回程,一心市場,4
82回程,三民錦中街口,4
82回程,新民高中(三民路),2
82回程,寶覺寺,6
82回程,監理站,5
82回程,北屯國小(進化北路),3
82回程,北屯市場,4
82回程,稅務新村,5
82回程,頂厝里,2
82回程,崇德橋,2
82回程,崇德青島路口,3
82回程,崇德北平路口,5
82回程,文心國小,3
82回程,文心梅川西路口,3
82回程,文心山西路口,4
82回程,文心青島東街口,2
82回程,文心中清路口,3
82回程,下水湳,2
82回程,水湳,3
82回程,水湳市場(中清路),3
82回程,大德國中,3
82回程,全民醫院,6
82回程,陳平,5
82回程,頂陳平,5
82回程,后庄仔,2
82回程,中清后庄路口,5
82回程,后庄國宅,3
82回程,貿易三村,3
85去程,新光里(新福路),4
85去程,新福振武路口,3
85去程,新福新光路口,3
85去程,新光國小2,6
85去程,天祥東光路口,4
85去程,太原火車站,6
85去程,三川福德祠,6
85去程,太原二號橋,6
85去程,東山高中(景賢六路),3
85去程,軍功國小,5
85去程,軍功軍福十六路口,4
85去程,軍功里,6
85去程,和平里(東山路),4
85去程,東山建和路口,6
85去程,正覺寺,3
85去程,圓山新村,5
85去程,台電東山所,3
85去程,梨仔園,6
85去程,逢甲橋,5
85去程,大坑圓環,3
85去程,中興巷,5
85去程,大坑橋,6
85去程,樂達利山莊,5
85去程,中臺科技大學,4
85去程,花園新城,3
85去程,國際青年之家,6
85去程,?子景賢路口,4
85去程,?子巷口,6
85去程,?子太原路口,2
85去程,朝聖宮(部子坑),6
85去程,華盛頓中學,5
85去程,大興十九街口,5
85去程,大興十五街口,4
85去程,屯區藝文中心(大興路),4
85去程,大興五街口,6
85去程,大興一街口,2
85去程,太平國中,3
85去程,三中心,5
85去程,坪林,3
85去程,勤益科技大學,6
85去程,太平分局,4
85去程,和平橋,5
85去程,洪厝庄,4
85去程,亞姆拉公司,5
85去程,一江橋,4
85回程,一江橋,3
85回程,亞姆拉公司,5
85回程,洪厝庄,5
85回程,和平橋,6
85回程,勤益科技大學,4
85回程,坪林,6
85回程,三中心,4
85回程,太平國中,5
85回程,大興一街口,3
85回程,大興五街口,3
85回程,屯區藝文中心(大興路),4
85回程,大興十五街口,3
85回程,大興十九街口,4
85回程,華盛頓中學,6
85回程,朝聖宮(部子坑),3
85回程,?子太原路口,3
85回程,?子巷口,5
85回程,?子景賢路口,2
85回程,國際青年之家,6
85回程,花園新城,3
85回程,中臺科技大學,6
85回程,樂達利山莊,6
85回程,大坑橋,3
85回程,大坑圓環,5
85回程,逢甲橋,3
85回程,梨仔園,3
85回程,台電東山所,6
85回程,圓山新村,3
85回程,正覺寺,6
85回程,東山建和路口,6
85回程,和平里(東山路),2
85回程,軍功里,2
85回程,軍功軍福十六路口,4
85回程,軍功國小,4
85回程,東山高中(景賢六路),5
85回程,太原二號橋,3
85回程,三川福德祠,6
85回程,太原火車站,4
85回程,天祥東光路口,5
85回程,新光國小2,6
85回程,新福新光路口,2
85回程,新福振武路口,3
85回程,新光里(新福路),6
89去程,仁友停車場,5
89去程,嶺東科技大學(永春南路),3
89去程,嶺東高中,4
89去程,春社里(忠勇路),4
89去程,七星橋,2
89去程,下文山,5
89去程,一善堂,2
89去程,文山里,4
89去程,文山國小(忠勇路),3
89去程,寶山里土地公,3
89去程,忠勇寶山東二街口,3
89去程,新生里(哈魚碼頭),2
89去程,中村加油站,3
89去程,五權西永春東七路口,4
89去程,五權西三厝街口,5
89去程,黎明五權西路口,4
89去程,黎明向上路口,6
89去程,向上河南路口,4
89去程,林新醫院(向上路),2
89去程,向上惠文路口,2
89去程,文心森林公園(向上路),6
89去程,向上大墩路口,2
89去程,向上東興路口,4
89去程,向上精誠路口,5
89去程,向上忠明南路口,3
89去程,頂麻園,3
89去程,美村向上路口,4
89去程,向上國中,4
89去程,美術館(五權西路),5
89去程,五權五廊街口,4
89去程,五權公館路口,3
89去程,五權柳川西路口,4
89去程,五權樂群街口,4
89去程,公共資訊圖書館(復興路),2
89去程,第三分局,6
89去程,復興有恆街口,3
89去程,林祖厝,5
89去程,文化創意園區,5
89去程,臺中酒廠(復興路),4
89去程,臺中家商,5
89去程,臺中火車站(東站),2
89去程,新時代購物中心,4
89去程,大智忠孝路口,6
89去程,建成大振街口,2
89去程,新建國市場,4
89去程,漢聲電臺,4
89去程,東門橋,5
89去程,旱溪東振興路口,4
89去程,旱溪東東門路口,3
89去程,旱溪東六順路口,3
89去程,毓祥護理之家,3
89回程,毓祥護理之家,6
89回程,旱溪東六順路口,4
89回程,旱溪東東門路口,3
89回程,旱溪東振興路口,3
89回程,東門橋,6
89回程,漢聲電臺,6
89回程,新建國市場,2
89回程,建成大振街口,5
89回程,大智忠孝路口,2
89回程,新時代購物中心,5
89回程,臺中火車站(東站),3
89回程,臺中家商,3
89回程,臺中酒廠(復興路),3
89回程,文化創意園區,2
89回程,林祖厝,2
89回程,復興有恆街口,4
89回程,第三分局,6
89回程,公共資訊圖書館(復興路),2
89回程,五權樂群街口,2
89回程,五權柳川西路口,6
89回程,五權公館路口,2
89回程,五權五廊街口,5
89回程,美術館(五權西路),5
89回程,向上國中,4
89回程,頂麻園,3
89回程,向上忠明南路口,3
89回程,向上精誠路口,6
89回程,向上東興路口,5
89回程,向上大墩路口,2
89回程,文心森林公園(向上路),2
89回程,向上惠文路口,2
89回程,林新醫院(向上路),3
89回程,向上河南路口,2
89回程,黎明向上路口,5
89回程,黎明五權西路口,4
89回程,五權西三厝街口,2
89回程,五權西永春東七路口,5
89回程,中村加油站,5
89回程,新生里(哈魚碼頭),6
89回程,忠勇寶山東二街口,4
89回程,寶山里土地公,2
89回程,文山國小(忠勇路),6
89回程,文山里,6
89回程,一善堂,2
89回程,下文山,4
89回程,七星橋,6
89回程,春社里(忠勇路),4
89回程,嶺東高中,3
89回程,嶺東科技大學(永春南路),5
89回程,仁友停車場,2
90去程,豐原,5
90去程,頂街,2
90去程,新都酒店,3
90去程,豐原老人會館,4
90去程,向陽圓環東路口,3
90去程,葫蘆墩文化中心,4
90去程,水源圓環東路口,3
90去程,水源豐東路口,2
90去程,豐村國小,4
90去程,水源豐原大道口,4
90去程,豐原高中,5
90去程,南興宮,5
90去程,富陽路235巷口,6
90去程,豐陽國中,4
90去程,王家厝,2
90去程,半張,4
90去程,豐勢國豐路口,5
90去程,國家教育研究院,6
90去程,朴子口,5
90去程,民安,5
90去程,埤頭,3
90去程,石岡水壩,3
90去程,岡尾,2
90去程,石岡,3
90去程,石岡區公所,3
90去程,九房厝,2
90去程,情人木橋,3
90去程,社寮角,6
90去程,新豐冷凍,4
90去程,梅子,3
90去程,明山寺,2
90去程,下土牛,6
90去程,連厝,5
90去程,德興里,3
90去程,土牛(豐勢路),3
90去程,新豐新寧街口,5
90去程,東新國中,6
90去程,東勢老人會館,5
90去程,東勢,4
90去程,南平里,5
90去程,中嵙口,4
90去程,東勢南站,2
90去程,石角口,2
90去程,新盛里(東勢高工),2
90回程,新盛里(東勢高工),2
90回程,石角口,6
90回程,東勢南站,5
90回程,中嵙口,2
90回程,南平里,3
90回程,東勢,6
90回程,東勢老人會館,4
90回程,東新國中,4
90回程,新豐新寧街口,3
90回程,土牛(豐勢路),2
90回程,德興里,3
90回程,連厝,3
90回程,下土牛,5
90回程,明山寺,6
90回程,梅子,5
90回程,新豐冷凍,6
90回程,社寮角,6
90回程,情人木橋,3
90回程,九房厝,4
90回程,石岡區公所,5
90回程,石岡,6
90回程,岡尾,2
90回程,石岡水壩,3
90回程,埤頭,2
90回程,民安,2
90回程,朴子口,3
90回程,國家教育研究院,2
90回程,豐勢國豐路口,2
90回程,王家厝,2
90回程,豐陽國中,2
90回程,富陽路235巷口,6
90回程,南興宮,3
90回程,豐原高中,3
90回程,水源豐原大道口,5
90回程,豐村國小,4
90回程,水源豐東路口,4
90回程,水源圓環東路口,6
90回程,葫蘆墩文化中心,6
90回程,向陽圓環東路口,4
90回程,豐原老人會館,4
90回程,新都酒店,5
90回程,頂街,2
90回程,豐原,5
90延去程,豐原,3
90延去程,頂街,2
90延去程,新都酒店,6
90延去程,豐原老人會館,4
90延去程,向陽圓環東路口,6
90延去程,葫蘆墩文化中心,5
90延去程,水源圓環東路口,6
90延去程,水源豐東路口,4
90延去程,豐村國小,3
90延去程,水源豐原大道口,3
90延去程,豐原高中,4
90延去程,南興宮,3
90延去程,富陽路235巷口,3
90延去程,豐陽國中,6
90延去程,王家厝,2
90延去程,半張,6
90延去程,豐勢國豐路口,5
90延去程,國家教育研究院,5
90延去程,朴子口,5
90延去程,民安,5
90延去程,埤頭,5
90延去程,石岡水壩,4
90延去程,岡尾,4
90延去程,石岡,5
90延去程,石岡區公所,2
90延去程,九房厝,5
90延去程,情人木橋,3
90延去程,社寮角,2
90延去程,新豐冷凍,3
90延去程,梅子,3
90延去程,明山寺,6
90延去程,下土牛,2
90延去程,連厝,5
90延去程,德興里,6
90延去程,土牛(豐勢路),6
90延去程,新豐新寧街口,6
90延去程,東新國中,5
90延去程,東勢老人會館,6
90延去程,東勢,6
90延去程,南平里,2
90延去程,中嵙口,6
90延去程,東勢南站,4
90延去程,石角口,6
90延去程,新盛里(東勢高工),2
90延去程,尾社,3
90延去程,三鑫公司,4
90延去程,東關福山路口,4
90延去程,新伯公,2
90延去程,詒新,6
90延去程,下城里,6
90延去程,上城里,4
90延去程,頭汴角,5
90延去程,成功新村,5
90延去程,大茅埔,2
90延去程,慶福里,4
90延去程,下段,3
90延去程,上段,4
90延去程,水簡頭,3
90延去程,馬鞍寮,2
90延去程,東關湖楓路口,6
90延去程,老楓樹下,6
90延去程,楓樹下,4
90延去程,天冷,3
90延去程,大同橋,3
90延去程,燥坑,5
90延去程,和合,4
90延去程,東關和榮路口,5
90延去程,外和平,6
90延去程,和平,4
90延去程,和平區農會,5
90延去程,和平衛生所,5
90延回程,和平衛生所,2
90延回程,和平區農會,2
90延回程,和平,2
90延回程,外和平,2
90延回程,東關和榮路口,2
90延回程,和合,2
90延回程,燥坑,5
90延回程,大同橋,4
90延回程,天冷,5
90延回程,楓樹下,2
90延回程,老楓樹下,2
90延回程,東關湖楓路口,6
90延回程,馬鞍寮,6
90延回程,水簡頭,2
90延回程,上段,3
90延回程,下段,2
90延回程,慶福里,4
90延回程,大茅埔,5
90延回程,成功新村,6
90延回程,頭汴角,4
90延回程,上城里,2
90延回程,下城里,2
90延回程,詒新,2
90延回程,新伯公,3
90延回程,東關福山路口,5
90延回程,三鑫公司,2
90延回程,尾社,5
90延回程,新盛里(東勢高工),6
90延回程,石角口,5
90延回程,東勢南站,2
90延回程,中嵙口,4
90延回程,南平里,6
90延回程,東勢,2
90延回程,東勢老人會館,2
90延回程,東新國中,3
90延回程,新豐新寧街口,4
90延回程,土牛(豐勢路),3
90延回程,德興里,3
90延回程,連厝,6
90延回程,下土牛,2
90延回程,明山寺,3
90延回程,梅子,4
90延回程,新豐冷凍,4
90延回程,社寮角,2
90延回程,情人木橋,3
90延回程,九房厝,6
90延回程,石岡區公所,5
90延回程,石岡,3
90延回程,岡尾,4
90延回程,石岡水壩,6
90延回程,埤頭,5
90延回程,民安,3
90延回程,朴子口,3
90延回程,國家教育研究院,2
90延回程,豐勢國豐路口,5
90延回程,王家厝,6
90延回程,豐陽國中,4
90延回程,富陽路235巷口,4
90延回程,南興宮,4
90延回程,豐原高中,5
90延回程,水源豐原大道口,6
90延回程,豐村國小,5
90延回程,水源豐東路口,4
90延回程,水源圓環東路口,6
90延回程,葫蘆墩文化中心,3
90延回程,向陽圓環東路口,4
90延回程,豐原老人會館,4
90延回程,新都酒店,5
90延回程,頂街,5
90延回程,豐原,4
91去程,舊庄,4
91去程,頂舊庄,4
91去程,永進公司,5
91去程,和睦路807巷口,5
91去程,庄尾,3
91去程,新庄車庫,5
91去程,新庄,4
91去程,福德祠,2
91去程,頂車站,5
91去程,圳堵,3
91去程,圳堵里口,5
91去程,頂圳前,6
91去程,圳前里,6
91去程,神圳國中,5
91去程,中正中山路口,4
91去程,神岡,2
91去程,神岡區公所,3
91去程,庄頭,6
91去程,北庄,6
91去程,中山溝心路口,5
91去程,電信局,3
91去程,福華公司,6
91去程,福隆新村,2
91去程,神岡國中,6
91去程,社口,2
91去程,紅瓦厝口,4
91去程,望寮,2
91去程,岸裡國小,4
91去程,臺豐社區,4
91去程,社皮鐵路巷,4
91去程,忠勤新村,3
91去程,三光新村,4
91去程,中正圓環西路口,3
91去程,慈龍寺,3
91去程,豐原郵局,3
91去程,媽祖廟,5
91去程,豐原東站,5
91去程,新都酒店,3
91去程,豐原老人會館,5
91去程,向陽圓環東路口,4
91去程,葫蘆墩文化中心,3
91去程,圓環東水源路口,6
91去程,大楓樹福德祠,3
91去程,永豐原紙廠,3
91去程,翁子,4
91去程,翁子保養場,6
91去程,翁子國小,6
91去程,半張,2
91去程,豐勢國豐路口,5
